시도,시군구,수행기관명,주소,기관 대표전화,특화서비스
대전광역시,중구,샛별재가노인복지센터,대전 중구 테미로 26 (대흥동) 1층 샛별재가노인복지센터,042-221-9988,해당없음
울산광역시,남구,디딤돌재가노인지원서비스센터,울산 남구 중앙로 274 (신정동) 4층,052-961-1001,해당없음
울산광역시,남구,도산노인복지관,울산광역시 남구 대암로129번길 4,052-265-5221,해당없음
울산광역시,남구,선암호수노인복지관,울산광역시 남구 선암호수길150,052-268-6080,해당
울산광역시,동구,울산동구종합사회복지관,울산광역시 동구 봉수로 155,052-236-1465,해당없음
울산광역시,동구,울산동구노인복지관,울산광역시 동구 명덕 6길 33,052-252-2118,해당
울산광역시,북구,울산북구노인복지관,울산광역시 북구 동대8길 40,052-296-3901,해당
울산광역시,북구,한울타리재가노인지원서비스센터,울산광역시 북구 상방로 147 보성빌딩 5층,052-288-8430,해당없음
울산광역시,울주군,행복누리재가노인지원서비스센터,울산광역시 울주군 두서면 인보로 94,052-263-5511,해당없음
울산광역시,울주군,울산노인요양원,"울산광역시 울주군 언양읍 방천8길 5, 2층",052-263-3304,해당없음
울산광역시,울주군,행복한재가노인지원서비스센터,울산 울주군 언양읍 읍성로 91-1,052-263-5335,해당
울산광역시,울주군,울주재가노인지원서비스센터,울산광역시 울주군 온양읍 남창로 449,052-238-9191,해당없음
울산광역시,중구,장수재가노인지원서비스센터,"울산광역시 중구 학성로 116, 4층",052-900-0072,해당없음
울산광역시,중구,울산중구재가노인지원서비스센터,울산광역시 중구 난곡10길 22,052-223-1322,해당
울산광역시,중구,국민재가노인지원서비스센터,울산 중구 옥교로 105 (학성동) 3층,052-295-1300,해당없음
경기도,가평군,청평노인복지관,경기 가평군 청평면 은고개로 39 (청평호반 문화체육센터) 2층,031-582-8879,해당없음
경기도,고양시,덕양노인종합복지관,경기도 고양시 덕양구 어울림로49(화정동 846),031-969-7781,해당
경기도,고양시,원당종합사회복지관,경기도 고양시 덕양구 호국로716번길 13-11,031-966-4007,해당없음
경기도,고양시,덕양행신종합사회복지관,경기도 고양시 덕양구 서정마을 2로 13,031-839-6000,해당없음
경기도,고양시,고양시삼송동종합복지회관,경기도 고양시 덕양구 삼송로 180,02-381-9094,해당없음
경기도,고양시,효샘재가노인지원서비스센터,경기 고양시 덕양구 토당로104번길 18(토당동),031-970-0361,해당없음
경기도,고양시,일산노인종합복지관,경기도 고양시 일산동구 호수로 731 지하1층 통합돌봄센터,031-961-4300,해당
경기도,고양시,고양시흰돌종합사회복지관,경기도 고양시 일산동구 장백로 61,031-905-3400,해당없음
경기도,고양시,사회복지법인에벤에셀명지맞춤돌봄센터,경기도 고양시 일산동구 탄중로 421. 401호(중산동. 웅산플라자),070-8161-6195,해당없음
경기도,고양시,대화노인종합복지관,경기도 고양시 일산서구 일산로 778,031-917-1352,해당
경기도,고양시,문촌7종합사회복지관,경기도 고양시 일산서구 킨텍스로340,031-916-4071,해당없음
경기도,고양시,고양시문촌9종합사회복지관,"경기도 고양시 일산서구 주엽로 156(주엽동, 문촌마을9단지)",031-917-0202,해당없음
경기도,과천시,과천시노인복지관,경기도 과천시 문원로 57,02-502-8500,해당
경기도,광명시,광명시립하안노인종합복지관,경기도 광명시 철망산로 48,02-898-8830,해당없음
경기도,광명시,광명시립 소하노인종합복지관,경기도 광명시 소하로 25 광명시립 소하노인종합복지관 4층 사무실,02-2625-9300,해당없음
경기도,광주시,북부무한돌봄행복나눔센터,"경기도 광주시 중앙로175번길12,2층",031-798-8760,해당
경기도,광주시,양문교회 양문노인맞춤돌봄센터,경기도 광주시 세피내길 18 양문교회 벧엘관 2층(고산동),031-761-0390,해당없음
경기도,광주시,광주시남부무한돌봄행복나눔센터,경기도 광주시 오포읍 오포로 859번길 29(오포읍 행정복지센터 2층),031-798-8790,해당없음
경기도,구리시,경기구리지역자활센터,경기도 구리시 동구릉로136번길90 구리농수산물도매시장 청과물동 A동 2층 203호,031-567-6668,해당없음
경기도,구리시,구리시종합사회복지관,경기도 구리시 벌말로129번길50,031-556-8100,해당
경기도,군포시,군포시늘푸른노인복지관,경기도 군포시 산본천로 101(산본동),031-392-5755,해당
경기도,군포시,성민재가노인복지센터,"경기도 군포시 군포로 487 502호(당동,동영프라자)",031-397-2020,해당
경기도,김포시,김포북부노인복지관,경기도 김포시 통진읍 마송1로 16번길 40-2,031-984-0108,해당없음
경기도,김포시,김포노인종합복지관,경기도 김포시 사우중로 74번길 48 김포시노인종합복지관,031-997-9300,해당없음
경기도,남양주시,남양주시노인복지관,경기도 남양주시 진건오남로 359,031-573-6598,해당없음
경기도,남양주시,해피누리 노인복지관,"경기 남양주시 늘을2로 67 (호평동, 호평체육문화센터) 해피누리노인복지관",031-590-3000,해당없음
경기도,남양주시,남양주시동부노인복지관,경기 남양주시 화도읍 비룡로55번길 14 2층 열림터,031-559-5880,해당
경기도,남양주시,사회적협동조합 일과나눔 도우누리,"경기 남양주시 경춘로 997 (금곡동, 만복빌딩) 1층",031-559-3506,해당없음
경기도,동두천시,동두천시노인복지관,경기도 동두천시 동두천로 264,031-857-9918,해당
경기도,부천시,부천시원미노인복지관,"경기 부천시 부천로136번길 27 (원미동, 원미어울마당2층)",032-322-2260,해당
경기도,부천시,부천시소사노인복지관,"경기도 부천시 경인옛로73, 소사어울마당 3층",032-347-9534,해당없음
경기도,부천시,부천시오정노인복지관,경기도 부천시 성오로 172 오정어울마당 5층,032-683-9290,해당
경기도,부천시,상동종합사회복지관,"경기 부천시 석천로16번길 50 (상동, 상동어울마당)",032-652-0420,해당없음
경기도,성남시,수정노인종합복지관,"경기도 성남시 수정구 수정남로268번길 28(산성동2178), 수정노인종합복지관 신관 1층 사무실",031-731-3393,해당
경기도,성남시,수정중앙노인종합복지관,경기도 성남시 수정구 성남대로 1480번길 38,031-752-3366,해당없음
경기도,성남시,판교노인종합복지관,경기도 성남시 분당구 판교역로99(백현동)3층 사무실,031-620-2810,해당
경기도,성남시,성남시독거노인종합지원센터,"경기도 성남시 분당구 야탑로205번길 26, 성남고령친화종합체험관 219호",031-728-9900,해당없음
경기도,성남시,태평4동복지회관,"경기 성남시 수정구 공원로409번길 11 (태평동, 태평4동 다목적 복지 회관)",031-751-2993,해당
경기도,수원시,밤밭노인복지관,"경기도 수원시 장안구 상률로 53, 밤밭노인복지관",031-271-8859,해당없음
경기도,수원시,SK청솔노인복지관,경기도 수원시 장안구 장안로 174(SK청솔노인복지관),031-257-6811,해당
경기도,수원시,버드내노인복지관,경기도 수원시 권선구 권선로 564번길 36,031-898-6544,해당
경기도,수원시,서호노인복지관,경기도 수원시 권선구 구운로4번길 34,031-291-0911,해당
경기도,수원시,능실종합사회복지관,"경기도 수원시 권선구 호매실로 166번길 10,능실마을 22단지 내",031-291-8475,해당없음
경기도,수원시,팔달노인복지관,경기도 수원시 팔달구 수원천로343(북수동),031-248-3800,해당
경기도,수원시,수원재가노인지원서비스센터,경기 수원시 팔달구 월드컵로345번길 2 (우만동)201호(지성빌딩),031-309-9480,해당없음
경기도,수원시,광교노인복지관,경기도 수원시 영통구 센트럴타운로22,031-8006-7400,해당
경기도,수원시,영통종합사회복지관,"경기 수원시 영통구 반달로 45 (영통동, 영통종합사회복지관) 2층 청명동 노인맞춤돌봄",031-201-8300,해당없음
경기도,수원시,효경의손길 재가노인지원서비스센터,경기 수원시 장안구 경수대로754번길 26-17 (연무동),031-253-0070,해당없음
경기도,시흥시,시흥재가노인통합지원센터,"경기도 시흥시 오동마을로6번안길 34, 4층 (정왕동,금강빌딩)",031-431-0137,해당없음
경기도,시흥시,거모종합사회복지관,경기도 시흥시 군자로 466번길 37(3층),031-493-6347,해당
경기도,시흥시,함현상생종합사회복지관,경기도 시흥시 함송로 29번길 67,031-434-8040,해당없음
경기도,시흥시,사회적협동조합 경기시흥작은자리지역자활센터,"경기 시흥시 비둘기공원7길 33, 702호(대야동, 디아망타운 7층)",031-316-2733,해당
경기도,안산시,상록구노인복지관,"경기도 안산시 상록구 고잔로 162, 상록구노인복지관 맞춤돌봄사무실",031-402-3073,해당없음
경기도,안산시,동산노인복지관,경기도 안산시 상록구 석호공원로 8,031-400-8713,해당
경기도,안산시,사회적협동조합양지돌봄,경기도 안산시 상록구 이호로5길7 5층 502호,031-362-5082,해당없음
경기도,안산시,부곡종합사회복지관,경기도 안산시 상록구 성호로 303,031-417-3677,해당없음
경기도,안산시,안산시와동종합사회복지관,경기도 안산시 단원구 와동로 118,031-475-4321,해당없음
경기도,안산시,단원구노인복지관,경기도 안산시 단원구 선부광장1로 134,031-405-1188,해당
경기도,안산시,안산시초지종합사회복지관,경기도 안산시 단원구 원초로76 2층 노인맞춤돌봄,031-410-2151,해당없음
경기도,안성시,안성시노인복지관,경기도 안성시 장기로 109,031-674-0794,해당
경기도,안성시,파라밀노인복지센터,경기도 안성시 죽산면 녹배길 135 1층 보은당,031-677-3477,해당없음
경기도,안양시,안양시만안종합사회복지관,경기도 안양시 만안구 박달로 547-1,031-464-9701,해당
경기도,안양시,율목종합사회복지관,경기도 안양시 만안구 병목안로 130번길 166,031-466-9125,해당없음
경기도,안양시,성결재가노인지원서비스센터,경기도 안양시 동안구 경수대로 938 6층 602호,031-425-6828,해당없음
경기도,안양시,안양시노인종합복지관,경기도 안양시 동안구 경수대로 665번길 74-30,031-455-0551,해당
경기도,양주시,열린노인복지센터,"경기도 양주시 백석읍 고릉말로 26, 열린노인복지센터(2층",031-829-2091,해당없음
경기도,양주시,양주다사랑재가노인지원서비스센터,"경기도 양주시 화합로1402번길 16,1층",031-863-9004,해당없음
경기도,양주시,성문노인주야간보호센터,경기도 양주시 평화로 1645번길 30,031-858-1850,해당
경기도,양평군,양평군가족센터,경기 양평군 양평읍 중앙로111번길 34-19 양평행복플러스센터2층,031-775-5951,해당없음
경기도,양평군,양평군노인복지관,경기도 양평군 양평대교길4번길 5,031-775-8061,해당없음
경기도,여주시,여주시노인복지관,경기도 여주시 여흥로 160번길 27,031-881-0050,해당
경기도,여주시,강북권역 노인맞춤돌봄서비스센터,경기도 여주시 세종로 319-1 3층,031-883-9101,해당없음
경기도,여주시,금사권역 노인맞춤돌봄서비스센터,"경기도 여주시 대신면 여양로 1980, 3층",031-883-9105,해당없음
경기도,여주시,가남반석재가노인지원서비스센터,경기도 여주시 은봉길 116-29,031-884-8359,해당없음
경기도,연천군,연천군노인복지관,경기도 연천군 연천읍 문화로 108번길 11 연천군노인복지관,031-834-6080,해당없음
경기도,오산시,오산의료소비자생활협동조합,"경기도 오산시 청학로95, 대아빌딩302호(궐동,대아빌딩)",031-378-3640,해당없음
경기도,오산시,오산종합사회복지관,경기도 오산시 현충로104,031-378-2740,해당없음
경기도,용인시,인보노인복지센터,경기도 용인시 처인구 포곡읍 백옥대로 1832번길 50,031-339-9146,해당없음
경기도,용인시,용인대학교 사회봉사센터,경기도 용인시 처인구 용인대학로 134 용인대학교 사회봉사센터,031-8020-3394,해당없음
경기도,용인시,용인시처인노인복지관,경기도 용인시 처인구 중부대로 1199 문화복지행정타운 내 용인시처인노인복지관,031-334-9301,해당
경기도,용인시,용인시 기흥노인복지관,경기도 용인시 기흥구 산양로 71(신갈동),031-284-8852,해당
경기도,용인시,사회적협동조합 용인도우누리,"경기도 용인시 기흥구 동백중앙로 191, 603호(중동, 씨티프라자 6층)",031-8067-8036,해당없음
경기도,용인시,루터대학교용인노인복지센터,경기도 용인시 기흥구 금화로82번길20 루터대학교 용인노인복지센터,031-283-6336,해당없음
경기도,용인시,구성농협재가노인복지센터,"경기도 용인시 기흥구 구성로 40, 구성농협 2층",031-8005-1922,해당없음
경기도,용인시,(사)여럿이함께,"경기 용인시 수지구 죽전로 150 (죽전동, 단대프라자3) 4층, 403호 (사)여럿이함께 노인맞돌서비스",031-283-0873,해당없음
경기도,용인시,용인시수지노인복지관,"경기도 용인시 수지구 포은대로 435, 수지복지센터 2층 통합사무실",031-270-0000,해당
경기도,의왕시,아름채노인복지관,경기도 의왕시 문화공원로 47,031-427-0580,해당
경기도,의왕시,사랑채노인복지관,경기도 의왕시 복지로109 의왕시사랑채노인복지관 2층 종합사무실,031-425-3676,해당
경기도,의정부시,신곡노인종합복지관,경기도 의정부시 금신로297번길 38,031-840-5300,해당없음
경기도,의정부시,송산노인종합복지관,경기도 의정부시 용민로 99,031-852-2595,해당
경기도,의정부시,녹양종합사회복지관,"경기 의정부시 체육로 254 (녹양동, 녹양종합사회복지관)",031-826-8260,해당없음
경기도,의정부시,나눔의샘재가노인지원서비스센터,경기 의정부시 부용로210번길 15 (신곡동) 1층,031-851-5695,해당없음
경기도,이천시,이천시노인종합복지관,경기도 이천시 남천로 31 종합복지타운 본관2층,031-636-0190,해당
경기도,파주시,파주시문산종합사회복지관,경기도 파주시 문산읍 통일로 1680 문산행복센터(내) 파주시문산종합사회복지관,031-934-2000,해당
경기도,파주시,파주시은빛사랑채,경기도 파주시 법원읍 술이홀로 832 파주시은빛사랑채 2층,031-958-1453,해당없음
경기도,파주시,파주시노인복지관,경기도 파주시 가나무로 130(금능동 428번지),031-943-0730,해당없음
경기도,평택시,평택노인복지센터,경기도 평택시 비전3로 15 평택노인복지센터,031-657-8072,해당
경기도,평택시,안중소규모요양시설,경기도 평택시 안중읍 안중로 69,031-686-6855,해당없음
경기도,평택시,평택북부노인복지관,경기도 평택시 서정로 295번지 북부복지타운 3층,031-615-3935,해당없음
경기도,포천시,포천시무한돌봄희망복지센터,경기도 포천시 영중면 양문로 151 2층,031-534-5163,해당없음
경기도,포천시,포천나눔의집 돌봄센터,경기도 포천시 신북면 중앙로 207번길 23,031-535-1044,해당없음
경기도,포천시,포천시노인복지관,"경기도 포천시 소흘읍 솔모루로109번길 13, 송우메가프라자 2층 노인복지관",031-8083-7777,해당
경기도,하남시,영락재가노인지원서비스센터,경기도 하남시 안터로 55-1,031-794-9368,해당
경기도,화성시,화성시동탄노인복지관,경기도 화성시 동탄대로8길 36 C동 1층,031-8077-1888,해당
경기도,화성시,화성시서부노인복지관,"경기도 화성시 남양읍 시청로 155, 모두누림센터4층, 화성시서부노인복지관",031-8077-2605,해당
경기도,화성시,화성시남부노인복지관,경기도 화성시 향남읍 토성로 37-22,031-366-5678,해당없음
경기도,화성시,화성시서부종합사회복지관,경기도 화성시 송산면 사강로 145,031-366-7390,해당없음
강원도,강릉시,사회적협동조합마음별,"강원도 강릉시 홍제로 63-1, 4층",033-642-3438,해당
강원도,강릉시,강릉자활종합돌봄센터,강원 강릉시 홍제로71번길 24 (홍제동),033-643-4101,해당
강원도,강릉시,기쁨가득사회적협동조합,강원 강릉시 옥천로19번길 27 (옥천동) 2층,033-646-9669,해당
강원도,고성군,고성군노인복지관,강원도 고성군 간성읍 간성로67번길 13,033-682-8000,해당없음
강원도,동해시,동해시노인종합복지관 U-Care센터,"강원 동해시 선돌길 19 (단봉동, 동해시 u-care 센터)",033-533-1155,해당
강원도,삼척시,삼척시종합사회복지관,강원도 삼척시 원당로2길 72-6 노인맞춤돌봄서비스사업팀(3층),033-576-0923,해당
강원도,삼척시,삼척시노인복지관,강원도 삼척시 봉황로 85 삼척시노인복지관,033-575-1389,해당
강원도,속초시,속초시노인복지관,강원 속초시 동해대로 4219 (교동) 2층,033-633-3341,해당없음
강원도,속초시,속초U-care센터,강원도 속초시 동해대로3930번길 24-3 (조양동),033-635-0091,해당
강원도,양구군,사회복지법인 아름다운동행,강원 양구군 국토정중앙면 정중앙로 294,033-481-2417,해당없음
강원도,양구군,양구사랑나눔복지회,강원도 양구군 양구읍 양구새싹로 7-11,033-482-0999,해당없음
강원도,양양군,낙산노인복지센터,강원도 양양군 강현면 고래골길 109,033-672-9800,해당없음
강원도,양양군,행복노인복지센터,강원도 양양군 양양읍 북문길 35-11,033-673-2341,해당없음
강원도,영월군,영월돌봄사회적협동조합,강원도 영월군 영월읍 단종로 113,033-373-2581,해당없음
강원도,영월군,영월군사회복지협의회,강원도 영월군 영월읍 봉래산로 189,033-373-0199,해당
강원도,원주시,원주가톨릭노인복지센터,"강원도 원주시 봉산로 103, 3층 원주가톨릭노인복지센터",033-744-0677,해당
강원도,원주시,명륜종합사회복지관,강원도 원주시 예술관길 25,033-762-8131,해당
강원도,원주시,원주종합사회복지관,강원도 원주시 육판길 1,033-732-4006,해당
강원도,원주시,밥상공동체종합사회복지관,강원도 원주시 일산로 81-2,033-766-4933,해당없음
강원도,인제군,인제군사회복지관,강원도 인제군 인제읍 비봉로44번길 100. 인제군사회복지관2층,033-461-0660,해당
강원도,정선군,정선군 사회복지협의회,강원도 정선군 정선읍 녹송4길 71,033-562-2446,해당없음
강원도,철원군,철원군사회복지협의회,강원도 철원군 갈말읍 삼부연로 28번길 27,033-452-4567,해당없음
강원도,철원군,엘림노인복지센터,강원도 철원군 동송읍 이평2로 31,033-455-4610,해당없음
강원도,춘천시,춘천동부노인복지관,"강원도 춘천시 동면 세실로 250, 춘천동부노인복지관 지하 독거노인돌봄서비스센터",033-255-8866,해당
강원도,춘천시,춘천남부노인복지관,강원도 춘천시 방송길 86,033-241-5601,해당
강원도,춘천시,춘천북부노인복지관,강원도 춘천시 충열로 124(우두동),033-255-9877,해당
강원도,춘천시,춘천효자종합사회복지관,강원도 춘천시 공지로 234-16,033-261-1790,해당없음
강원도,태백시,태백노인복지센터,"강원도 태백시 황지로99, 3층",033-553-9425,해당
강원도,태백시,24시 행복한복지센터,강원 태백시 문화로 67 (황지동),033-552-3455,해당
강원도,평창군,평창노인복지센터,강원 평창군 평창읍 종부로 61,033-334-0116,해당없음
강원도,홍천군,홍천군노인복지관,강원도 홍천군 홍천읍 태학여내길 80-3,033-430-8700,해당없음
강원도,홍천군,홍천군종합사회복지관,강원 홍천군 홍천읍 너브내길 123 (홍천군종합사회복지관),033-436-3004,해당없음
강원도,화천군,화천군청,강원도 화천군 화천읍 화천새싹길45 화천군청 주민복지과 경로복지계,033-440-2349,해당없음
강원도,횡성군,횡성노인복지센터,강원도 횡성군 둔내면 둔내로 93,033-344-7173,해당
강원도,횡성군,(사)횡성한마음복지회,"강원 횡성군 횡성읍 문화체육로 62, 2층",033-345-2875,해당없음
충청북도,괴산군,괴산군청,충청북도 괴산군 괴산읍 읍내로3길 11 괴산군노인맞춤돌봄센터,043-832-8307,해당없음
충청북도,단양군,단양도우누리사회적협동조합,충북 단양군 단양읍 삼봉로 233 (2층),043-423-8355,해당없음
충청북도,보은군,보은군노인장애인복지관,충청북도 보은군 보은읍 뱃들4길 11-10,043-544-5446,해당없음
충청북도,영동군,영동군노인복지관,충청북도 영동군 영동읍 반곡동길 13,043-742-7784,해당없음
충청북도,영동군,영동군사회복지협의회,충청북도 영동군 영동읍 눈어치1로 71 사원아파트상가 1층,043-745-2104,해당없음
충청북도,옥천군,옥천군노인장애인복지관,충청북도 옥천군 옥천읍 삼양로8길 9,043-733-2500,해당없음
충청북도,음성군,음성군노인복지관,충청북도 음성군 금왕읍 백야로14,043-883-2470,해당없음
충청북도,음성군,음성군사회복지협의회,"충북 음성군 음성읍 중앙로40번길 9-1 더테라스시티 201호,202호",043-872-8288,해당없음
충청북도,제천시,제천시노인종합복지관,"충북 제천시 의림대로 174 (중앙로2가, 노인 종합복지관)",043-652-3457,해당
충청북도,제천시,명락노인종합복지관,충청북도 제천시 내제로 5길 12,043-648-3337,해당
충청북도,제천시,제천종합사회복지관,"충북 제천시 용두대로23길 14 (하소동, 하소주공4단지아파트)",043-644-2983,해당없음
충청북도,증평군,삼보사회복지관,충청북도 증평군 증평읍 창신로85 1층,043-836-6040,해당없음
충청북도,증평군,증평지역자활센터,"충청북도 증평군 증평읍 중동길8, 3층",043-838-9231,해당없음
충청북도,진천군,진천군노인복지관,충청북도 진천군 진천읍 문화7길 12-6,043-533-2715,해당없음
충청북도,진천군,생거진천노인복지센터,충청북도 진천군 문백면 문덕1길 63,043-532-9969,해당없음
충청북도,청주시,청주시독거노인통합지원센터,충청북도 청주시 상당구 단재로 395,043-287-1441,해당
충청북도,청주시,청주서원노인복지관,충청북도 청주시 서원구 원흥로 11-10,043-238-3786,해당없음
충청북도,청주시,청주가경노인복지관,충청북도 청주시 흥덕구 서부로 1225 청주가경노인복지관,043-236-0111,해당
충청북도,청주시,우암소규모노인종합센터,충청북도 청주시 흥덕구 무심서로1099번길 130 (청주시 흥덕구 원평동 108-1번지),043-215-2496,해당없음
충청북도,청주시,사회적협동조합 휴먼케어,충북 청주시 청원구 충청대로 93 (율량동) 3층,043-212-9194,해당
충청북도,청주시,목령종합사회복지관,충청북도 청주시 청원구 오창읍 중심상업2로 32,043-216-3060,해당없음
충청북도,충주시,충주시노인복지관,충청북도 충주시 대가미13길 20,043-857-8683,해당
충청북도,충주시,사회적협동조합 충주돌봄,충북 충주시 예성로 130 (용산동) 2층,043-855-2890,해당없음
충청남도,계룡시,계룡시노인복지관,충청남도 계룡시 금암로 182,042-841-2103,해당
충청남도,공주시,금강종합사회복지관,충청남도 공주시 우금티로 709-14,041-856-6110,해당없음
충청남도,공주시,공주시노인종합복지관,충청남도 공주시 당간지주길 7,041-852-8861,해당없음
충청남도,공주시,공주노인복지센터,충청남도 공주시 한적2길 41-20 2층,041-853-6700,해당
충청남도,공주시,공주효센터,충충청도 논산시 노성면 화곡안길 103 (지장정사) 기와집 1층,041-732-5550,해당없음
충청남도,금산군,금산군청,충청남도 금산군 금산읍 인삼광장로 30 금산인삼관 3층,041-750-2487,해당없음
충청남도,논산시,논산시어르신돌봄센터,충남 논산시 해월로144번길 37 (반월동),041-746-5802,해당없음
충청남도,당진시,당진시노인복지관,충청남도 당진시 시청1로 38 당진시노인복지관,041-360-3100,해당없음
충청남도,당진시,당진시남부노인복지관,충청남도 당진시 합덕읍 예덕로 411,041-363-5330,해당없음
충청남도,당진시,송산종합사회복지관,충청남도 당진시 송산면 장갈길 15,041-353-7306,해당없음
충청남도,보령시,보령댐노인복지관,충청남도 보령시 미산면 판미로 1471 2층,041-931-8490,해당없음
충청남도,보령시,보령노인종합복지관,충청남도 보령시 대천로 113(죽정동),041-931-7677,해당
충청남도,보령시,보령지역자활센터,충청남도 보령시 원동1길 95(2층),041-936-8509,해당없음
충청남도,부여군,부여노인복지센터,충청남도 부여군 부여읍 청마로 93,041-836-3605,해당없음
충청남도,부여군,법인사무실(석성제일교회),충청남도 부여군 규암면 흥수로853번길 6,041-837-6868,해당없음
충청남도,부여군,부여돌보미사회적협동조합,충청남도 부여군 부여읍 금성로 16 (106호),041-833-1887,해당없음
충청남도,서산시,서산노인복지센터,충청남도 서산시 도성로369-7(가동 1층),041-669-9331,해당
충청남도,서산시,엘림재가노인복지센터,충청남도 서산시 쌍연북3길 33(엘림재가노인복지센터 3층),041-664-0661,해당없음
충청남도,서천군,서천노인복지센터,충청남도 서천군 서천읍 구암신송로 138-16,041-952-3500,해당
충청남도,서천군,서천군노인복지관,충청남도 서천군 종천면 충서로 302번길 88-26,041-950-1201,해당
충청남도,세종특별자치시,세종시사회서비스원,"세종특별자치시 한누리대로 2107 (보람동, 보람종합복지센터) 2층, 시설운영부",044-850-8153,해당
충청남도,세종특별자치시,세종재가노인지원센터,세종특별자치시 조치원읍 장안길 97-7,044-868-6004,해당없음
충청남도,세종특별자치시,세종도덕노인복지센터,세종특별자치시 연서면 양대길 52,044-555-9054,해당없음
충청남도,아산시,아산시노인종합복지관,충청남도 아산시 남산로 10,041-544-1409,해당
충청남도,아산시,아산종합사회복지관,충청남도 아산시 영인면 아산온천로 3번길 8,041-542-2308,해당없음
충청남도,아산시,온양노인복지센터,충청남도 아산시 모종로 110 (온양노인복지센터),041-543-4411,해당없음
충청남도,예산군,예산군노인종합복지관,충청남도 예산군 예산읍 벚꽃로 214-11,041-330-2901,해당없음
충청남도,예산군,좋은재가노인복지센터,충청남도 예산군 예산읍 아리랑로 17 (일성빌딩) 2층,041-333-6080,해당없음
충청남도,천안시,아우내은빛복지관,충청남도 천안시 동남구 병천면 병천2로 51,041-556-6606,해당없음
충청남도,천안시,천안시노인종합복지관,충청남도 천안시 서북구 미라11길 16 천안시노인종합복지관 본관,041-571-0860,해당없음
충청남도,청양군,충남청양지역자활센터,충청남도 청양군 칠갑산로8길9 2층,041-942-4526,해당없음
충청남도,청양군,청양군재가노인지원센터,충청남도 청양군 정산면 천장호길 69,041-942-0777,해당없음
충청남도,태안군,태안노인복지관,충청남도 태안군 태안읍 후곡로 79,041-674-0215,해당없음
충청남도,태안군,안면도노인복지관,충청남도 태안군 안면읍 승언로 16,041-675-9727,해당없음
충청남도,홍성군,홍성군노인종합복지관,충청남도 홍성군 홍성읍 내포로146번길 30-11 홍성군노인종합복지관,041-631-0960,해당없음
충청남도,홍성군,올리브재가노인종합지원센터,충청남도 홍성군 홍성읍 조양로 75번길 17,041-632-0935,해당없음
충청남도,홍성군,청로노인종합복지센터,충청남도 홍성군 홍성읍 구항길 337,041-631-3959,해당없음
전라북도,고창군,고창군장애인복지관,전라북도 고창군 고창읍 전봉준로 88-9,063-562-3777,해당없음
전라북도,고창군,고창원광노인복지센터,전라북도 고창군 고창읍 천변남로 40 2층,063-562-3880,해당없음
전라북도,고창군,고창군종합사회복지관,전라북도 고창군 고창읍 전봉준로 88-15,063-563-1111,해당없음
전라북도,군산시,군산나운종합사회복지관,전라북도 군산시 문화로 36,063-462-7260,해당없음
전라북도,군산시,군산종합사회복지관,전라북도 군산시 칠성로 59 군산종합사회복지관,063-461-6556,해당
전라북도,군산시,군산노인종합복지관,전라북도 군산시 둔배미길 29(중앙로2가),063-442-4227,해당
전라북도,군산시,보은재가노인통합지원센터,전라북도 군산시 임피면 임피2길 73-3,063-453-9998,해당없음
전라북도,군산시,동부재가노인통합지원센터,전라북도 군산시 서왕길 84-7,063-453-9903,해당없음
전라북도,군산시,함께하는 재가노인통합지원센터,"전라북도 군산시 두란뜸2길 3 (사정동, 금호타운2단지) 상가 205호",063-453-0884,해당없음
전라북도,김제시,김제노인복지센터,전라북도 김제시 백산면 소음방2길 19-29 김제노인복지센터,063-548-7005,해당없음
전라북도,김제시,김제노인종합복지관,전라북도 김제시 하동 1길 79,063-542-5550,해당
전라북도,김제시,성암노인복지센터,전라북도 김제시 입석로 142,063-545-1005,해당없음
전라북도,남원시,남원사회복지관,"전라북도 남원시 노송로 1255-9, 노암주공아파트 관리사무소 2층",063-631-5253,해당
전라북도,남원시,남원시노인복지관,전라북도 남원시 금동로 50 남원시노인복지관,063-625-9988,해당없음
전라북도,남원시,지리산노인복지센터,전라북도 남원시 아영면 아백로 352-1,063-625-1900,해당없음
전라북도,무주군,무주노인종합복지관,전라북도 무주군 무주읍 한풍루로 425 무주노인종합복지관,063-322-1252,해당없음
전라북도,부안군,부안노인복지센터,전라북도 부안군 부안읍 옹정로 152-4,063-581-1281,해당없음
전라북도,부안군,부안종합사회복지관,전라북도 부안군 용암로 134,063-580-7600,해당없음
전라북도,순창군,순창군청,전라북도 순창군 순창읍 순창로 127 행복누리센터 2층 독거노인지원센터,063-650-1543,해당없음
전라북도,순창군,순창지역자활센터,전라북도 순창군 순창읍 교성2길 31,063-653-0920,해당없음
전라북도,완주군,완주지역자활센터,전라북도 완주군 삼례읍 별산농원길 20,063-232-1377,해당없음
전라북도,완주군,용진노인복지센터,전라북도 완주군 용진읍 상운길 11-14,063-241-9111,해당없음
전라북도,완주군,예은노인복지센터,전라북도 완주군 상관면 춘향로 4615-44,063-232-2442,해당없음
전라북도,완주군,구이노인복지센터,전라북도 완주군 구이면 하학길 37-3,063-222-6085,해당없음
전라북도,완주군,완주노인복지센터,전라북도 완주군 고산면 고산천로 401-6,063-261-4266,해당없음
전라북도,익산시,원광효도마을노인복지센터,전라북도 익산시 함라면 용산로429 원광효도마을 노인복지센터,063-853-9743,해당없음
